"","record_id","policy_id","entry_type","correct_type","update_type","update_level","description","date_announced","date_start","date_end","country","ISO_A3","ISO_A2","init_country_level","domestic_policy","province","city","type","type_sub_cat","type_text","institution_status","target_country","target_geog_level","target_region","target_province","target_city","target_other","target_who_what","target_direction","travel_mechanism","compliance","enforcer","index_high_est","index_med_est","index_low_est","index_country_rank","link","date_updated","recorded_date"
"1","R_1nVkn9M5sKYwzKVCu","9781130","new_entry","correction",NA,NA,"President Nana Akufo-Addo has ordered the closure of all schools and universities in Ghana as his administration moves to stem the spread of the coronavirus pandemic.",2020-03-15,2020-03-15,NA,"Ghana","GHA","GH","National",1,NA,NA,"Closure and Regulation of Schools","Preschool or childcare facilities (generally for children ages 5 and below)",NA,"Preschool or childcare facilities closed/locked down","Ghana",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Legal Penalties (Jail Time)","National Government",52.4036723650584,51.482286239966,50.6361618045408,113,"https://www.myjoyonline.com/news/national/livestream-akufo-addo-provides-latest-updates-on-coronavirus/",2020-04-28,2020-04-28 10:26:29
"2","R_1nVkn9M5sKYwzKVCw","9781130","new_entry","correction",NA,NA,"President Nana Akufo-Addo has ordered the closure of all schools and universities in Ghana as his administration moves to stem the spread of the coronavirus pandemic.",2020-03-15,2020-03-15,NA,"Ghana","GHA","GH","National",1,NA,NA,"Closure and Regulation of Schools","Primary Schools (generally for children ages 10 and below)",NA,"Primary Schools closed/locked down","Ghana",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Legal Penalties (Jail Time)","National Government",52.4036723650584,51.482286239966,50.6361618045408,113,"https://www.myjoyonline.com/news/national/livestream-akufo-addo-provides-latest-updates-on-coronavirus/",2020-04-28,2020-04-28 10:26:29
"3","R_1nVkn9M5sKYwzKVDr","9781130","new_entry","correction",NA,NA,"President Nana Akufo-Addo has ordered the closure of all schools and universities in Ghana as his administration moves to stem the spread of the coronavirus pandemic.",2020-03-15,2020-03-15,NA,"Ghana","GHA","GH","National",1,NA,NA,"Closure and Regulation of Schools","Secondary Schools (generally for children ages 10 to 18)",NA,"Secondary Schools closed/locked down","Ghana",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Legal Penalties (Jail Time)","National Government",52.4036723650584,51.482286239966,50.6361618045408,113,"https://www.myjoyonline.com/news/national/livestream-akufo-addo-provides-latest-updates-on-coronavirus/",2020-04-28,2020-04-28 10:26:29
"4","R_1nVkn9M5sKYwzKVBh","9781130","new_entry","correction",NA,NA,"President Nana Akufo-Addo has ordered the closure of all schools and universities in Ghana as his administration moves to stem the spread of the coronavirus pandemic.",2020-03-15,2020-03-15,NA,"Ghana","GHA","GH","National",1,NA,NA,"Closure and Regulation of Schools","Higher education institutions (i.e. degree granting institutions)",NA,"Higher education institutions closed/locked down","Ghana",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory with Legal Penalties (Jail Time)","National Government",52.4036723650584,51.482286239966,50.6361618045408,113,"https://www.myjoyonline.com/news/national/livestream-akufo-addo-provides-latest-updates-on-coronavirus/",2020-04-28,2020-04-28 10:26:29
"5","R_3ndWfUPRWQIjrDVDr","7361873","new_entry","original",NA,NA,"President Akufo-Addo has announced the reopening of schools for final year students at all levels of education on Monday, June 15, 2020.",2020-05-31,2020-06-15,NA,"Ghana","GHA","GH","National",1,NA,NA,"Closure and Regulation of Schools","Secondary Schools (generally for children ages 10 to 18)",NA,"Secondary Schools allowed to open with conditions","Ghana",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","National Government",NA,NA,NA,NA,"https://www.myjoyonline.com/news/education/final-year-students-to-resume-classes-towards-exams-from-june-15/",2020-06-11,2020-06-11 19:37:42
"6","R_3ndWfUPRWQIjrDVBh","7361873","new_entry","original",NA,NA,"President Akufo-Addo has announced the reopening of schools for final year students at all levels of education on Monday, June 15, 2020.",2020-05-31,2020-06-15,NA,"Ghana","GHA","GH","National",1,NA,NA,"Closure and Regulation of Schools","Higher education institutions (i.e. degree granting institutions)",NA,"Higher education institutions allowed to open with conditions","Ghana",NA,NA,NA,NA,NA,"All Residents (Citizen Residents + Foreign Residents)",NA,NA,"Mandatory (Unspecified/Implied)","National Government",NA,NA,NA,NA,"https://www.myjoyonline.com/news/education/final-year-students-to-resume-classes-towards-exams-from-june-15/",2020-06-11,2020-06-11 19:37:42
"7","R_22skTh9vwMdxKvoNA","5636453","new_entry","correction",NA,NA,"""The government of Ghana has imposed a temporary ban on travelers from countries that have recorded 200 or more cases of coronavirus. This ban is however not applicable to Ghanaian citizens or foreigners with valid Ghanaian resident permits.
The government also instituted a 14 day mandatory quarantine for those allowed to enter the country""",2020-03-15,2020-03-15,NA,"Ghana","GHA","GH","National",0,NA,NA,"External Border Restrictions",NA,NA,"","China,Iraq,Italy,South Korea","One or more countries, but not all countries",NA,NA,NA,NA,"Foreign Travelers","Inbound",NA,"Mandatory with Exceptions (Please list exceptions in the text entry)","National Government",52.4036723650584,51.482286239966,50.6361618045408,113,"https://www.ghanaweb.com/GhanaHomePage/NewsArchive/Ghana-imposes-travel-ban-on-countries-with-200-or-more-cases-of-coronavirus-895048",2020-04-26,2020-04-26 15:26:16
"8","R_2tA4C6vKPDxAC5SCe","390973","new_entry","correction",NA,NA,"Borders of country closed till further notice.  However, given that there are Ghana residents stranded abroad, special dispensation is going to be given for their evacuation back to Ghana, where they will be subjected to the mandatory quarantine and safety protocols.",2020-05-11,2020-03-22,NA,"Ghana","GHA","GH","National",0,NA,NA,"External Border Restrictions","Other External Border Restriction",NA,"","All countries","All countries",NA,NA,NA,NA,"All (Travelers + Residents)","Inbound/Outbound","All kinds of transport","Mandatory (Unspecified/Implied)","National Government",53.055802625307,52.0774557753759,51.1405235415333,97,"https://www.graphic.com.gh/news/general-news/covid-19-restrictions-in-ghana-borders-still-closed-for-human-traffic.html",2020-07-25,2020-07-25 01:28:42
"9","R_1cSNW194mdLTfffNA","2226876","update","original",NA,NA,"President of Ghana extends closure of all borders of the country to two more weeks",2020-04-04,2020-04-05,2020-05-31,"Ghana","GHA","GH","National",0,NA,NA,"External Border Restrictions",NA,NA,"","All countries","All countries",NA,NA,NA,NA,"All (Travelers + Residents)","Inbound","All kinds of transport","Mandatory (Unspecified/Implied)","National Government",53.8969461095785,53.0417485660063,52.3140165596299,110,"https://citinewsroom.com/2020/04/akufo-addo-extends-closure-of-ghanas-borders-by-two-weeks/",2020-04-05,2020-04-05 14:05:07
"10","R_2YmNdf1WnxCKHkrNA","2226876","update","original",NA,"Strengthening","President Nana Addo Dankwa Akufo-Addo has extended the closure of Ghana’s borders for two more weeks.",2020-04-19,2020-04-20,2020-05-31,"Ghana","GHA","GH","National",0,NA,NA,"External Border Restrictions",NA,NA,"","All countries","All countries",NA,NA,NA,NA,"All (Travelers + Residents)","Inbound","All kinds of transport","Mandatory (Unspecified/Implied)","National Government",54.8857104975854,53.2954154309725,51.8695139001519,110,"https://newsghana.com.gh/covid-19-akufo-addo-extends-border-closure-by-two-weeks/",2020-04-21,2020-04-21 14:59:12
